ID	Name	Description	Option
rp_5	Bullseye	Ping ถูกตำแหน่งที่มีผู้เข้าแข่งขันอยู่	
rp_6	Taunt	Taunt สำเร็จ (กด Taunt แล้วโจมตีโดน)	
rp_7	Bet	เดาถูกว่าผู้เข้าแข่งขันคนอื่นจะ Taunt สำเร็จไหม	
rp_8	ชัยชนะ	ยืนหยัดอยู่พร้อมชัยชนะ	
rp_9	จบเกม	อยู่จนเกมจบได้	
rp_10	พ่ายแพ้	รางวัลปลอบใจของผู้แพ้	
rp_11	แอร์ดร็อป	เสี่ยงตายไปเก็บแอร์ดร็อป	
rp_12	Merge	รวมไอเท็มให้เจ๋งขึ้น	
rp_13	กับดัก	เลือกวางกับดักอย่างชาญฉลาด	
rp_14	ทำลายล้าง	ทำลายสิ่งแวดล้อม	
rp_15	หลบซ่อน	ไม่เปิดเผยตัวเลยจนจบเกม	
rp_16	สบาย ๆ	เลือดไม่ลดจนจบเกม	
rp_17	โบนัส	เก็บไอเท็มที่สุ่มขึ้นขอบฉาก (ยังไม่มีชื่อเรียกดีๆ)	
rp_18	Grab	ทำลายบล็อกที่มีไอเท็มขอบฉากของผู้เล่นอื่นได้ (น่าจะออกไปทางขัดขวางมากกว่า Steal)	
rp_19	เฟิร์สบลัด	สร้างความเสียหายได้เป็นคนแรกของแมทช์	
rp_20	จอมโหด	สังหารศัตรูทั้งหมดด้วยตัวคนเดียว	
rp_21	รีไซเคิล	รีไซเคิลไอเท็มที่ไม่ใช้	
rp_22	นักสะสม	เข้าไปเก็บของที่วางอยู่ในฉาก	
rp_23	แสกนเนอร์	ใช้เครื่องแสกนแมลง แสกนเจอศัตรู	
rp_24	สังหารคู่	สังหารศัตรู 2 ตัวในเทิร์นเดียว	
rp_25	Triple Kills	สังหารศัตรู 3 ตัวในเทิร์นเดียว	
MapDisplayData			
training2	สนามฝึกหัด		
random	สุ่มด่าน		
duel_freestyle	สนามเด็กเล่น		
greenfield	สนามเขียว		
greener_gardens	สวนเขียว		
duel_water	บึงน้อย		
duel_sand	หาดชมดาว		
freestyle	ทุ่งเขียวขจี		
break	2 Caps		
2sides	2 Sides		
woodland	ป่าละเมาะ		
swamp	หนองน้ำ		
x-cross	กากบาท		
orchid	กล้วยไม้		
desert	แดนร้าง		
jungle	ป่าดงดิบ		
battlecry	สนามรบ		
driftwood	ลอยน้ำ		
summer	หน้าร้อน		
classic_survival	เอาตัวรอด		
PlayModeData			
mode_train	สนามซ้อม	สนามฝึกฝนสำหรับผู้เล่นใหม่ เก็บธงอันเดียวก็ชนะแล้ว! 	
mode_duel	ประลอง	โหมดต่อสู้ 1 ต่อ 1 ฝึกสู้กับผู้เล่นคนอื่นในโหมดนี้ ก่อนลงแข่งจริงในสนามใหญ่ของ The Last Bug!	
mode_ffa	ประจันบาน	โหมดพื้นฐานในการแข่งขัน The Last Bug ผู้เข้าแข่งขันจะต้องเก็บธงให้ครบ 3 อัน หรือกำจัดศัตรูเพื่อเอาชีวิตรอด และเป็นผู้ชนะเพียงหนึ่งเดียว!	
mode_team	แท็คทีม	เดี๋ยวก็มา...	
mode_arcade	Arcade	เดี๋ยวก็มา...	
mode_creator	Creator	เดี๋ยวก็มา...	
CostumeData			
yp_normal	ปกติ	{d@category_Skin}	
yp_common_1	แมวน้ำ	{d@category_Skin}	
yp_common_2	ตอร์ติญ่า	{d@category_Skin}	
yp_common_3	ดอกไอริส	{d@category_Skin}	
yp_common_4	ลายพราง	{d@category_Skin}	
yp_uncommon_1	เด็กหนุ่ม	{d@category_Skin}	
yp_uncommon_2	ชาวนา	{d@category_Skin}	
yp_uncommon_3	สุภาพบุรุษ	{d@category_Skin}	
yp_rare_1	นายพล	{d@category_Skin}	
yp_rare_2	หุ่นไล่กา	{d@category_Skin}	
jm_normal	ปกติ	{d@category_Skin}	
jm_common_1	อิฐ	{d@category_Skin}	
jm_common_2	กาชาด	{d@category_Skin}	
jm_common_3	อมยิ้ม	{d@category_Skin}	
jm_common_4	นัวร์	{d@category_Skin}	
jm_uncommon_1	สาวใช้	{d@category_Skin}	
jm_uncommon_2	เด็กสาว	{d@category_Skin}	
jm_rare_1	นักบุญ	{d@category_Skin}	
mk_normal	ปกติ	{d@category_Skin}	
mk_common_1	ฟักทอง	{d@category_Skin}	
mk_common_2	ฟ้าใส	{d@category_Skin}	
mk_common_3	เลือดหมู	{d@category_Skin}	
mk_common_4	ทหารเกณฑ์	{d@category_Skin}	
mk_uncommon_1	เล่นระเบิด	{d@category_Skin}	
mk_uncommon_2	พันเอก	{d@category_Skin}	
mk_rare_1	ทายาทอสูร	{d@category_Skin}	
rk_normal	ปกติ	{d@category_Skin}	
rk_common_1	เงาดิน	{d@category_Skin}	
rk_common_2	ชาละวัน	{d@category_Skin}	
rk_common_3	สะเก็ดดาว	{d@category_Skin}	
rk_common_4	ช็อคโกแลต	{d@category_Skin}	
rk_uncommon_1	กัปปิตัน	{d@category_Skin}	
rk_uncommon_2	จ้าวเวหา	{d@category_Skin}	
rk_rare_1	อวกาศ	{d@category_Skin}	
sp_normal	ปกติ	{d@category_Skin}	
sp_common_1	อบเชย	{d@category_Skin}	
sp_common_2	สารพิษ	{d@category_Skin}	
sp_common_3	ขาวดำ	{d@category_Skin}	
sp_common_4	ไหมทอง	{d@category_Skin}	
sp_uncommon_1	ช่างตีเหล็ก	{d@category_Skin}	
sp_uncommon_2	ช่างของเล่น	{d@category_Skin}	
sp_rare_1	Sp-00D	{d@category_Skin}	
kr_normal	ปกติ	{d@category_Skin}	
kr_common_1	โกโก้	{d@category_Skin}	
kr_common_2	สายฟ้า	{d@category_Skin}	
kr_common_3	โลหิต	{d@category_Skin}	
kr_common_4	ครึ้มฝน	{d@category_Skin}	
kr_uncommon_1	ริปเปอร์	{d@category_Skin}	
kr_uncommon_2	นักโทษประหาร	{d@category_Skin}	
kr_rare_1	นักล่าค่าหัว	{d@category_Skin}	
jz_normal	ปกติ	{d@category_Skin}	
jz_common_1	เชอร์รี่	{d@category_Skin}	
jz_common_2	ชีปะขาว	{d@category_Skin}	
jz_common_3	เขตร้อน	{d@category_Skin}	
jz_common_4	ใบไม้ร่วง	{d@category_Skin}	
jz_uncommon_1	นางแค้น	{d@category_Skin}	
jz_uncommon_2	แม่มด	{d@category_Skin}	
jz_rare_1	จอมขมังเวทย์	{d@category_Skin}	
jz_rare_2	ลูกอมคำสาป	{d@category_Skin}	
wp_normal	ปกติ	{d@category_Skin}	
wp_common_1	มรกต	{d@category_Skin}	
wp_common_2	นกเหยี่ยว	{d@category_Skin}	
wp_common_3	กำมะหยี่	{d@category_Skin}	
wp_common_4	ส้มจี๊ด	{d@category_Skin}	
wp_uncommon_1	สายลับ	{d@category_Skin}	
wp_uncommon_2	สาวร็อค	{d@category_Skin}	
wp_rare_1	ขุนนาง	{d@category_Skin}	
acc_angel_1	วงแหวนเทวดา	{d@category_Accessorie}	
acc_aura_1	พลังเวท	{d@category_Accessorie}	
acc_balloon_1	ลูกโป่ง	{d@category_Accessorie}	
acc_beard_1	หนวดเก๋	{d@category_Accessorie}	
acc_bodylightning_1	ไฟฟ้าสถิต	{d@category_Accessorie}	
acc_bugwing_1	ปีกใส	{d@category_Accessorie}	
acc_fairy_1	แฟรี่	{d@category_Accessorie}	
acc_glasses_1	แว่นสายตา	{d@category_Accessorie}	
acc_glasses_2	แว่นเนิร์ด	{d@category_Accessorie}	
acc_glasses_3	แว่นคนคูล	{d@category_Accessorie}	
acc_face_1	แก้มแดง	{d@category_Accessorie}	
acc_glove_1	ถุงมือยักษ์	{d@category_Accessorie}	
acc_punchlightning_1	หมัดไฟฟ้า	{d@category_Accessorie}	
acc_halloween_glove_1	ถุงมือซอมบี้	{d@category_Accessorie}	
acc_halloween_glove_2	ถุงมือมัมมี่	{d@category_Accessorie}	
acc_halloween_mask_1	หน้ากากฮาโลวีน	{d@category_Accessorie}	
acc_halloween_nut_1	น็อตปักหัว	{d@category_Accessorie}	
acc_halloween_crossofgod_1	ไม้กางเขนฮาโลวีน	{d@category_Accessorie}	
acc_halloween_casket_1	โลงศพฮาโลวีน	{d@category_Accessorie}	
			
MVPData			
m_none	อยู่ในการแข่ง...	ผู้เล่นยังมีชีวิตอยู่	
m_0	อาภัพ	โดนกำจัดโดยยังไม่ทันได้ทำอะไรมาก	
m_1	นักล่า	โจมตีใส่และกำจัดศัตรูได้มาก	
m_2	จอมขยัน	เก็บแต้มแรมเพจได้บ่อย	
m_3	เร้นกาย	หลบซ่อนและหลีกเลี่ยงการโจมตีได้นาน	
m_4	สมบูรณ์แบบ	ชนะโดยการเก็บธงได้ครบ 3 คัน	
m_5	เล่นสนุก	ใช้ท่าเฉพาะและไอเทมหลายครั้ง	
m_6	ตาเหยี่ยว	โจมตีได้แม่นยำ	
FinishHim			
finish_0	ป้ายหลุมศพ	ปิดฉากด้วยป้ายหลุมศพ	
finish_1	หมวกทหาร	ปิดฉากด้วยหมวกทหาร	
finish_2	ตุ๊กตา	ปิดฉากด้วยตุ๊กตาหมี	
finish_3	ไฟเผา	ปิดฉากด้วยไฟเผา เบิร์น เบบี้ เบิร์น	
finish_4	พลุฉลอง	ปิดฉากด้วยพลุฉลอง	
FinishHim			
shovel_0	พลั่ว	พลั่วธรรมดาๆ	
shovel_1	พลั่วแอปเปิ้ล	มีโอกาสได้รับ {@act_4} เมื่อขุดบล็อก	
shovel_2	พลั่วเอเนอร์จี้	มีโอกาสได้รับ {@Energy} เมื่อขุดบล็อก	
shovel_3	พลั่วแรมเพจ	มีโอกาสได้รับ {@material_gift} เมื่อขุดบล็อก	
shovel_4	พลั่วทอง	มีโอกาสได้รับ {@Coin} เมื่อขุดบล็อก	
shovel_5	พลั่ว x2	มีโอกาสได้รับไอเท็มจากการขุดบล็อกเพิ่มขึ้น	
shovel_6	พลั่วยาว	เพิ่มระยะการขุดได้ให้ไกลขึ้น	
shovel_7	พลั่วคลังแสง	เพิ่มโอกาสการได้รับอาวุธเจ๋งๆ เมื่อขุดบล็อก	
			
parachute_0	ร่มชูชีพ	ร่มชูชีพธรรมดาๆ	
			
			
BRONZE	บรอนซ์		
SILVER	ซิลเวอร์		
GOLD	โกลด์		
PLATINUM	แพลทินั่ม		
DIAMOND	ไดมอนด์		
MASTER	มาสเตอร์		
TutorialData			
Tutorial Dialog                                                                                                                                                                                                        			
intro_welcome		ยินดีต้อนรับเข้าสู่ลานประลอง! นี่คือ [[ยิปโป้]] แชมเปี้ยนของคุณ 	
intro_shovel		ลอง [[ขุด]] เพื่อหา [[ไอเทม]]	
intro_seebot		สังเกตรอบๆให้ดีนะ	
intro_holditem		[[กดค้าง]] บนไอเทมเพื่อดูข้อมูล มาลองใช้กันเลยดีกว่า!	
intro_missile		ได้เวลา [[เอาคืน]] แล้ว!	
intro_timer		ระวังหมด [[เวลา]] นะ	
intro_energy		เจ๋งมาก! คุณได้รับเอเนอร์จี้เพิ่มจากการเก็บธง มาลองใช้ความสามารถพิเศษกัน!	
intro_ability		ได้เวลาใช้ [[ความสามารถพิเศษ!]]	
intro_letfree		หลังจากนี้ลองลุยต่อด้วยตัวเองได้เลย!	
intro_damage		โอ๊ะ! HP เหลือ 2 แล้วนะ ระวังตัวด้วยละ!	
Tutorial Infographic                         			
intro_info_win	กติกา	เก็บธง 3 ธง หรืออยู่ให้รอดเป็นคนสุดท้าย	
intro_info_idle	ใช้ไอเทม	กินน้ำ[n] กินน้ำเพื่อเพิ่มเอเนอร์จี้แบบเงียบ ๆ [[ไม่มีใครเห็น]][n] ขุด[n] ขุดดินเพื่อ [[หาไอเทม]] แต่จะมีคนเห็น [n]	
intro_info_hide	หลบซ่อน	หลบซ่อนตัวโดยไปอยู่บนบล็อคหญ้า [n] หญ้า [n] พุ่มไม้ [n] ต้นไม้	
intro_info_edge	ขยับเข้าไป	พยายามอยู่ให้ห่างขอบสนามเข้าไว้ ระวังดินถล่มแล้วจะเสีย HP	
intro_info_hint	สังเกตให้ดี	เมื่อแชมเปี้ยนเปิดเผยตัวตนแล้ว มันจะทิ้ง [[ร่องรอย]] เอาไว้พักหนึ่ง [n] แชมเปี้ยนขยับได้ทีละบล็อค เพราะฉะนั้นมันก็จะอยู่รอบๆบริเวณนั้นแหละ	
Tutorial Objective			
intro_chapter1	ทำไงดี		
intro_chapter2	เราต้องชนะ!		
tt_obj_dig	หาไอเทม		
tt_obj_hide	ซ่อนตัว		
tt_obj_fight	เอาคืน		
tt_obj_flag	เก็บธง		
tt_obj	เป้าหมาย		
Tutorial Feature Unlocking			
unlock_compete	Compete	Blah blah  blah  blah  blah  blah  blah  blah  blah  blah  blah  blah  blah	
			
			
			
			
			
			
			
			
			
			
			
			
			
Others			
none	ไม่มี		
yes	ได้นะ		
no	ไม่ล่ะ		
ok	ตกลง		
done	เรียบร้อย		
cancel	ยกเลิก		
accept	ยอมรับ		
close	ปิด		
back	กลับ		
select	เลือก		
choose	เลือก		
gamemode	เกม โหมด		
matchmaking	อะไรก็ได้		
matching	กำลังจับคู่		
finding	หาแป๊บ		
map	ฉาก		
ready	พร้อม		
find	ค้นหา		
code	โค้ด		
quickplay	เข้าเล่น		
practice	ฝึกฝน	โหมดฝึกฝน คุณสามารถสร้างแมทช์ และปรับแต่งตามที่คุณต้องการ เพื่อฝึกปรือฝีมือของคุณ ให้มั่นใจก่อนการแข่งจริง	
compete	แข่งขัน	โหมดแข่งขัน จะสุ่มจับคู่แข่งขัน ไม่มีใครรู้ว่าคุณ จะได้เจอกับอะไร หรือกับใคร? แต่แน่นอนว่า มีรางวัลมากมายรอคุณอยู่![n]  (กระซิบ) ถ้าได้สู้กับแชมเปี้ยนของผู้เล่นคนอื่น และจู่โจมได้สำเร็จ ก็จะได้เพชรแดงด้วยนะ!	
casual	กันเอง	โหมดกันเอง แมทช์อย่างไม่เป็นทางการ คุณสามารถสร้างแมทช์ และชวนเพื่อนมาเล่นด้วยกัน หรือจะลองเข้าร่วมกับผู้เล่นคนอื่นๆ ก็ได้ มีรางวัลเล็กๆ น้อยๆ ให้ด้วยนะ	
letsgo	ไปเลย!		
menu_champion	แชมเปี้ยน	หน้าต่างแชมเปี้ยน	
menu_mission	ภารกิจ	หน้าต่างภารกิจ	
dailymission	ภารกิจ	ภารกิจรายวัน	
achievement	เป้าหมาย	เป้าหมายระยะยาว	
menu_inventory	สัมภาระ	หน้าต่างสัมภาระ	
menu_market	ร้านค้า	หน้าต่างร้านค้า	
resource_exchange	แลกเปลี่ยน	การเงินกำลังฝืดเคืองอยู่หรือเปล่า? เอาเพชรแดง มาแลกเป็น เหรียญทอง ได้นะ!	
coming	รอก่อนนะ		
summon	ซื้อ		
rent	เช่า		
claim	รับ		
delete	ลบ		
completed	สำเร็จแล้ว!		
reward	รางวัล: 		
loading	กำลังโหลด		
waiting	รอแป๊บ		
tap_continue	กดเพื่อไปต่อ		
max	สูงสุด		
			
			
			
			
			
ItemBag			
stash	สะสม	ของสะสม	
costume	เสื้อผ้า	เครื่องแต่งกายเหล่าแชมเปี้ยน	
remain	มีอยู่:	มีอยู่: {$amount}	
use	ใช้		
champion	แชมเปี้ยน		
slot	ตำแหน่งใส่		
Head	หัว		
Body	ตัว		
Hand	มือ		
Foot	เท้า		
Skin	สกิน		
option	ความสามารถชุด	ความสามารถพิเศษสำหรับ {@costume} นอกจากจะแต่งตัว เพื่ออวดเพื่อนแล้ว คุณสามารถ {@enhance} เพื่อเพิ่มโอกาส ที่คุณจะได้เปรียบคู่ต่อสู้ได้อีกด้วย	
none	ไม่มี		
custom	ปรับแต่ง		
dressup	แต่งตัว		
enhance	ยกระดับ	เสริมคุณสมบัติพิเศษติดตัว ให้กับ {@costume} ของแชมเปี้ยน เพื่อสร้างความได้เปรียบ หรือสนับสนุนกลยุทธ การเล่นของคุณ แร่เหล็กแต่ละชนิด มีโอกาสทำให้ได้รับ ค่าคุณสมับติที่ต่างกัน	
enhanced	ยกระดับแล้ว	โปรดระวัง {@costume} ชิ้นนี้ มี {@option} อยู่แล้ว	
enhance_defaultcostume	อุปกรณ์ส่วมใส่เริ่มต้น	ไม่สามารถเสริมความสามารถให้กับ {@costume} เริ่มต้นได้	
PlayMode & Matchmaking			
mode_duration	ระยะเวลาระหว่างเทิร์น		
mode_player	จำนวนผู้เล่น		
bt_create	สร้างใหม่		
bt_join	เข้าร่วม		
more	เพิ่มเติม		
watingplayer	กำลังรอ...	ผู้เล่นคนอื่น	
goodluck	โชคดีนะ!		
friend	เพื่อน		
bot	บอท		
bt_setup	ตั้งห้อง		
lb_hostname	หัวห้อง		
lb_playercount	จำนวนผู้เล่น		
droprate	อัตราการดร็อป		
			
			
			
			
Friend			
nofriend	ไม่มีผู้เล่นในรายชื่อนี้		
notfound	ไม่พบผู้เล่นที่คุณตามหา		
input_findfriend	ชื่อ หรือ อีเมล		
invitetojoin	เชิญ	เชิญคุณเข้าร่วม	
input_code	ใส่โค้ด		
bt_add	เพิ่ม		
bt_invite	ชวน		
bt_unban	ปลดบล็อก		
status_Offline	ออฟไลน์		
status_Online	ออนไลน์		
status_Waiting	รออยู่		
status_Playing	เล่นอยู่		
status_Idle	ว่าง		
option_profile	ข้อมูลผู้เล่น		
option_blacklist	แบล็คลิสต์		
option_report	รายงาน		
option_all	ทั้งหมด		
			
Wing	วาร์ปนะ	ขยับไปไหนไม่ได้	
OneWay	โดนขัง	ขยับไปบล็อคอื่นไม่ได้	
AutoWalk	กระโดดเอง	บังคับให้ขยับไปช่องอื่น	
cant_selfaction	ใช้ใส่ตัวเองไม่ได้	อยู่ในพื้นที่ที่ไม่สามารถใช้ได้	
cant_action	ใช้อะไรไม่ได้เลย	ไม่สามารถใช้ไอเท็มหรือทักษะใดๆได้	
no_area	ไม่มีพื้นที่ที่ใช้ได้	ใช้ในบล็อคนี้ไม่ได้	
cant_digground	ขุดไม่ได้	ทำลายบล็อคนี้ไม่ได้	
notenough_energy	พลังงานไม่เพียงพอ		
no_flag	ไม่เหลือพื้นที่ให้ธงงอกแล้ว		
unactionmovement	ใช้แอคชั่นประเภทเคลื่อนไหวไม่ได้		
keepbag	เก็บกระเป๋า		
Dead	{$name} พ่ายแพ้ไปแล้ว		
Grant	ได้รับโบนัส {$item}!		
Kill	{$name}		
			
			
ShopPage			
deal	ข้อเสนอ	ข้อเสนอสุดพิเศษ	
shop	ร้านค้า	ร้านค้าไอเท็ม	
exchange	แลก	แลกเปลี่ยน	
cash	เติมเงิน	เติมเงิน	
recommend	ภูมิใจนำเสนอ		
limitperday	จำกัด:		
recycle	ย่อยสลาย		
request	ต้องใช้		
expired	หมดเวลา		
day	วัน		
days	วัน		
Coin	ทอง	เหรียญทอง สกุลเงินหลัก ไว้จับจ่ายใช้สอย ในชุมชนแมลง เป็นรางวัลทั่วไป มีหลากหลายช่องทาง ในการได้มา ไม่ว่าจะเป็น การเข้าร่วมการแข่ง ในโหมด {@compete} และ {@casual} หรือการทำภารกิจต่างๆ	
Gem	เพชร	สงสัยละสิ ว่าเพชรแดงมาจากไหน? ถ้าเข้าโหมด {@compete}  ไปเรื่อยๆ แล้วได้เจอกับแชมเปี้ยน ของผู้เล่นคนอื่น จงไฝว้กันให้ไวอย่าได้รอช้า เพชรแดงจะมาแน่นอน! ...หรือลองเปิด {@chest_winner} ถ้าโชคดี คุณก็จะได้มันไป แล้วก็ใช้ให้คุ้มค่าล่ะ!	
Jigsaw	จิ๊กซอ	จิ๊กซอ จะว่าเป็นรางวัลปลอบใจสำหรับ ผู้ที่เปิดได้ชุดซ้ำบ่อยๆ ก็ไม่ผิด แต่ชีวิตก็แบบนี้แหละ เอาน่าอย่างน้อย ก็เก็บเอาไว้ใช้แลกชุดใน {@menu_market} ได้นะ!	
LeafPoint	ใบไม้	ใบไม้ รางวัลแห่งพัฒนาการ เมื่อคุณ หรือแชมเปี้ยน เลเวลเพิ่มขึ้น ก็จะได้รับสิ่งนี้ เก็บไว้ใช้ปลดล็อค {@ability} ของแชมเปี้ยน เพื่อให้การแข่งขัน ของพวกคุณ มีชั้นเชิงมากยิ่งขึ้น!	
Exp	ประสบการณ์	ค่าประสบการณ์ของคุณ หากต้องการเพิ่มเลเวลไวๆ เพื่อสะสมของรางวัล หรือด้วยเหตุผลใดๆ ก็ตามแต่ แนะนำให้ เข้าร่วมการแข่ง ในโหมด {@compete} วนไปนะจ๊ะ!	
CharacterExp	ความชำนาญ	ค่าความชำนาญ ในการใช้แชมเปี้ยน หากต้องการเพิ่ม เลเวลความชำนาญไวๆ เพื่อปลดล็อค {@ability} ให้กับแชมเปี้ยน ก็พาแชมเปี้ยน ตัวที่ต้องการไปเข้าร่วมการแข่ง ในโหมด {@compete} บ่อยๆ นะ	
category_Material	วัสดุ	วัสดุสำหรับงานคราฟท์ สะสมไว้เยอะๆ แล้วลองแวะไปดูใน {@menu_market} อาจจะมีอะไร ที่น่าสนใจให้แลกได้	
category_Booster	บูสเตอร์		
category_Blueprint	พิมพ์เขียว		
RealMoney	RealMoney		
category_Resource	ทรัพย์สิน		
category_Shard	ชิ้นส่วน		
category_Chest	กล่องสมบัติ		
category_Accessorie	เครื่องประดับ	แต่งตัวแชมเปี้ยนให้โดดเด่นกว่าใคร ลองใส่เครื่องประดับดูไหมจ๊ะ	
category_Skin	สกิน	แต่งตัวแชมเปี้ยนให้โดดเด่นกว่าใคร ลองเปลี่ยนสกินดูไหมจ๊ะ	
category_Costume	{@category_Skin}	{d@category_Skin}	
category_Pocket	{@info_pocket}	{d@info_pocket}	
category_FinishHim	{@info_finishhim}	{d@info_finishhim}	
category_Others	ทั่วไป		
category_Event	กิจกรรม		
			
			
			
nextreward	รางวัลถัดไป		
doubletap_equip	ดับเบิ้ลคลิ๊กเพื่อสวมใส่		
ab_select	เลือกทักษะพิเศษ		
ab_main	ทักษะหลัก		
ab_passive	ทักษะติดตัว		
ab_reqprevious	ต้องปลดล็อคทักษะก่อนหน้า		
ab_slotunlocking	ปลดล็อคทักษะช่องสุดท้าย	การปลดล็อคทักษะ ในช่องสุดท้าย เพื่อจะเลือกทักษะ สำหรับเข้าไปใช้ ในการแข่งขันได้มากขึ้น คุณจะต้องฝึกฝนแชมเปี้ยน ของคุณจนถึงเลเวล 10 นะ!	
bt_equip	ใช้งาน		
bt_unequip	ถอดออก		
bt_unlock	ปลดล็อค		
bt_general	ทั่วไป		
bt_history	ประวัติการเล่น		
bt_send	ส่ง		
empty	ว่างเปล่า		
inuse	ใช้อยู่		
about	เรื่องราวของ		
promoting	คุณต้องการแชมเปี้ยนตัวนี้?	คุณต้องการแชมเปี้ยนตัวนี้?	
			
ProfilePage			
lv	Lv.		
level	เลเวล		
rank	แรงค์		
trophies	ถ้วยรางวัล		
game	เกม		
win	ชัยชนะ		
lose	พ่ายแพ้		
rec_killall	กำจัดให้สิ้นซาก		
rec_bestrampage	แรมเพจสูงสุด		
rec_perfectwin	ชนะด้วยการเก็บธง		
rec_wincotinue	ชนะต่อเนื่อง		
mostplayed	เล่นบ่อย		
mvpstyle	สไตล์การเล่น		
vote	โหวต		
private	ส่วนตัว		
rampage	แรมเพจ		
addfriend	เพิ่มเพื่อน		
join	เข้าร่วม		
playing	อยู่ในเกม		
free	ฟรี		
lastactive	เข้าเกมล่าสุด		
bt_gift	ของขวัญ		
bt_message	ข้อความ		
bt_friend	เพิ่ื่อน		
bt_chat	สนทนา		
Daily			
bt_daily	ประจำวัน		
info_daily	รางวัลประจำวัน	เข้ามาล็อกอินทุกวัน เพื่อของรางวัลที่ดีขึ้น!	
dayloggedin	ล็อกอินประจำวัน	ล็อกอินแล้ว {$days} วัน	
daily_day	วันที่		
daily_today	วันนี้		
again	อีกครั้ง		
next	ไปต่อ		
skip	ข้าม		
GachaPage			
open	เปิด		
repeat_costume	ชุดซ้ำ	เปิดได้ชุดซ้ำ เปลี่ยนเป็น {$reward} แทนนะ	
timestack	ครบเวลา		
notenough_time		รออีกนิด ค่อยกลับมาเปิดกล่องใหม่อีกทีนะ	
notenough_gacha		เก็บ {$material} เพื่อเปิดกล่องนี้!	
notenough_gift		เข้าร่วมต่อสู้เพื่อไปเก็บ {$item}	
randomcount	จำนวนการสุ่ม	จำนวนการสุ่ม	
Rarity			
rarity	ระดับความหายาก		
Common	ทั่วไป		
Uncommon	พบน้อย		
Rare	หายาก		
Epic	ตำนาน		
material_rate	เกรด		
repeat_character	Already have {$character}. Transferd to {$jigsaw} jigsaws.		
SystemChat			
press_chat	กด Enter เพื่อคุย		
chat_joined		{$username} เข้าร่วม	
chat_left		{$username} ออกไปแล้ว	
chat_ping		{$username} คิดว่ามีใครอยู่ตรงนี้	
chat_damage		{$username} ได้รับความเสียหาย	
chat_flag		{$username} เก็บธงแล้วนะ	
chat_action		{$username} ใช้ {$action}	
chat_rampage		{$username} ได้แรมเพจ {$rampage}.	
chat_dead		{$username} พ่ายแพ้	
			
Message			
summon_confirm		ยืนยันที่จะใช้ {$item} เพื่อเชิญแชมเปี้ยนตัวนี้?	
accessory_confirm_inuse		{$name} ใส่เครื่องประดับชิ้นนี้อยู่ ต้องการถอดมาให้แชมเปี้ยนตัวนี้ไหม?	
rent_confirm_inuse		การเช่าจะ {$expire} คุณต้องการจะเช่าต่อไหม?	
rent_expire		หมดอายุใน  {$time}	
rent_confirm		ยืนยันที่จะเช่า {$character} ?	
exchange_confirm		ยืนยันที่จะแลกเปลี่ยนไอเทมเพื่อเป็น {$item}?	
deal_confirm		ยอมรับข้อเสนอนี้เพื่อได้รับ {$item}?	
room_exit_confirm		ยืนยันที่จะออกจากการหาห้อง?	
tutorial_skip_confirm		ยืนยันที่จะข้ามวิธีการเล่น?	
logout_confirm		ยืนยันที่จะล้อกเอ้าท์?	
leave	ออกจากการแข่งขัน		
leave_confirm	ออก	ยืนยันที่จะออกจากการต่อสู้?	
quit_confirm	ออกจากเกม	ยืนยันที่จะออกจากเกม?	
language_confirm	ภาษา	การเปลี่ยนภาษา จะต้องรีสตาร์ทเกม ยืนยันที่จะเปลี่ยนภาษาหรือไม่?	
popup_newcharacter	แชมเปี้ยนใหม่	แชมเปี้ยนตัวใหม่!	
popup_reward	รางวัล	คุณได้รับ {$item}	
popup_rewards	รางวัลเยอะ	คุุณได้รับ {$amount} {$item}	
blacklistnotif_confirm	แจ้งเตือน!	มีผู้เล่นในแบล็คลิสต์ของคุณ อยู่ในห้อง คุณต้องการจะเข้าร่วมหรือไม่?	
blacklist_confirm		คุณต้องการเพิ่มผู้เล่นคนนี้ ในแบล็คลิสต์ จริงๆ หรอ?	
unban_confirm		คุณยืนยันจะปลดบล็อกผู้เล่นคนนี้หรือไม่?	
blacklisted		แบล็คลิสผู้เล่นคนนี้ เรียบร้อยแล้ว	
playagain_confirm		มีคนชวนเข้าร่วมการแข่งขันนัดต่อไป คุณจะตอบรับคำเชิญหรือไม่?	
endgame_report		ทำการรีพอร์ตผู้เล่นคนนี้ ไปยังผู้พัฒนาเรียบร้อยแล้ว	
			
			
			
info_setting	ตั้งค่า		
bt_logout	ล็อกเอาท์		
bt_change	เปลี่ยน		
bt_feedback	เสนอแนะ		
bt_account	บัญชีผู้ใช้		
bt_game	เกมเพลย์		
bt_apply	นำไปใช้		
bt_quit	ปิดเกม		
bt_main	หน้าหลัก		
lb_appver	เวอร์ชั่นเกม		
lb_servicever	เวอร์ชั่นเซอร์วิส		
lb_graphic	กราฟิก		
lb_screen	โหมดหน้าจอ		
lb_resolution	ความละเอียด		
lb_fastping	แจ้งเตือนเมื่อ ping สูง		
lb_popup	ข้อความป็อปอัพ		
lb_autobag	ปิดกระเป๋าอัตโนมัติ		
lb_highlight	ไฮไลท์กิซโม		
lb_guide	นำเป้าหมาย		
Low	ต่ำ		
Normal	ธรรมดา		
High	สูง		
Fullscreen	เต็มจอ		
Windowed	วินโดว์		
News			
